0	0	0	0	0	0
1	-5.02394e-05	-5.02344e-05	-5.02122e-05	-5.0161e-05	-5.00376e-05
2	-0.000100277	-0.000100096	-9.98526e-05	-9.95133e-05	-9.9022e-05
3	-0.000150114	-0.000149584	-0.000148924	-0.00014806	-0.000146958
4	-0.000199749	-0.000198702	-0.000197427	-0.000195806	-0.000193852
5	-0.000249183	-0.00024745	-0.000245366	-0.000242754	-0.000239707
6	-0.000298416	-0.000295828	-0.000292741	-0.000288907	-0.00028453
7	-0.000347447	-0.000343839	-0.000339556	-0.00033427	-0.000328326
8	-0.000396277	-0.000391482	-0.000385813	-0.000378846	-0.000371098
9	-0.000444906	-0.00043876	-0.000431513	-0.000422639	-0.000412854
10	-0.000493333	-0.000485672	-0.00047666	-0.000465653	-0.000453597
11	-0.000541558	-0.000532221	-0.000521255	-0.00050789	-0.000493334
12	-0.000589583	-0.000578407	-0.0005653	-0.000549355	-0.000532068
13	-0.000637406	-0.00062423	-0.000608798	-0.000590052	-0.000569806
14	-0.000685028	-0.000669693	-0.000651751	-0.000629984	-0.000606552
15	-0.000732448	-0.000714797	-0.000694162	-0.000669154	-0.000642311
16	-0.000779667	-0.000759541	-0.000736032	-0.000707567	-0.000677089
17	-0.000826685	-0.000803928	-0.000777363	-0.000745226	-0.00071089
18	-0.000873501	-0.000847958	-0.000818158	-0.000782134	-0.000743721
19	-0.000920116	-0.000891632	-0.00085842	-0.000818296	-0.000775585
20	-0.000966529	-0.000934952	-0.00089815	-0.000853715	-0.000806488
21	-0.00101274	-0.000977919	-0.00093735	-0.000888394	-0.000836436
22	-0.00105875	-0.00102053	-0.000976023	-0.000922338	-0.000865433
23	-0.00110456	-0.00106279	-0.00101417	-0.00095555	-0.000893484
24	-0.00115017	-0.00110471	-0.0010518	-0.000988033	-0.000920595
25	-0.00119558	-0.00114627	-0.0010889	-0.00101979	-0.000946771
26	-0.00124078	-0.00118748	-0.00112549	-0.00105083	-0.000972016
27	-0.00128579	-0.00122835	-0.00116156	-0.00108115	-0.000996337
28	-0.00133059	-0.00126887	-0.00119712	-0.00111076	-0.00101974
29	-0.00137519	-0.00130904	-0.00123216	-0.00113965	-0.00104222
30	-0.00141959	-0.00134887	-0.0012667	-0.00116784	-0.0010638
31	-0.00146379	-0.00138836	-0.00130073	-0.00119533	-0.00108447
32	-0.00150779	-0.00142751	-0.00133425	-0.00122212	-0.00110424
33	-0.00155158	-0.00146631	-0.00136727	-0.00124821	-0.00112312
34	-0.00159518	-0.00150478	-0.0013998	-0.00127361	-0.00114111
35	-0.00163857	-0.0015429	-0.00143182	-0.00129832	-0.00115821
36	-0.00168176	-0.00158069	-0.00146335	-0.00132235	-0.00117444
37	-0.00172475	-0.00161814	-0.00149438	-0.0013457	-0.00118979
38	-0.00176754	-0.00165525	-0.00152492	-0.00136837	-0.00120428
39	-0.00181013	-0.00169203	-0.00155497	-0.00139036	-0.0012179
40	-0.00185251	-0.00172848	-0.00158454	-0.00141169	-0.00123066
41	-0.0018947	-0.00176459	-0.00161362	-0.00143235	-0.00124257
42	-0.00193668	-0.00180037	-0.00164222	-0.00145235	-0.00125363
43	-0.00197847	-0.00183582	-0.00167033	-0.00147169	-0.00126384
44	-0.00202005	-0.00187094	-0.00169797	-0.00149037	-0.00127322
45	-0.00206143	-0.00190573	-0.00172514	-0.0015084	-0.00128177
46	-0.0021026	-0.00194019	-0.00175183	-0.00152579	-0.00128949
47	-0.00214358	-0.00197433	-0.00177805	-0.00154253	-0.00129639
48	-0.00218436	-0.00200814	-0.0018038	-0.00155863	-0.00130247
49	-0.00222493	-0.00204163	-0.00182908	-0.00157409	-0.00130774
50	-0.0022653	-0.00207479	-0.0018539	-0.00158892	-0.0013122
51	-0.00230547	-0.00210763	-0.00187825	-0.00160312	-0.00131585
52	-0.00234544	-0.00214015	-0.00190215	-0.00161669	-0.00131872
53	-0.00238521	-0.00217235	-0.00192559	-0.00162964	-0.00132079
54	-0.00242478	-0.00220423	-0.00194857	-0.00164197	-0.00132207
55	-0.00246415	-0.00223579	-0.00197109	-0.00165369	-0.00132257
56	-0.00250331	-0.00226703	-0.00199317	-0.0016648	-0.0013223
57	-0.00254227	-0.00229796	-0.0020148	-0.0016753	-0.00132125
58	-0.00258104	-0.00232857	-0.00203598	-0.00168519	-0.00131944
59	-0.0026196	-0.00235887	-0.00205671	-0.00169449	-0.00131687
60	-0.00265796	-0.00238885	-0.00207701	-0.00170318	-0.00131355
61	-0.00269611	-0.00241852	-0.00209686	-0.00171129	-0.00130947
62	-0.00273407	-0.00244788	-0.00211628	-0.0017188	-0.00130464
63	-0.00277182	-0.00247694	-0.00213526	-0.00172573	-0.00129908
64	-0.00280938	-0.00250568	-0.0021538	-0.00173208	-0.00129278
65	-0.00284673	-0.00253411	-0.00217192	-0.00173785	-0.00128575
66	-0.00288388	-0.00256224	-0.0021896	-0.00174304	-0.001278
67	-0.00292083	-0.00259006	-0.00220686	-0.00174767	-0.00126953
68	-0.00295758	-0.00261757	-0.0022237	-0.00175172	-0.00126034
69	-0.00299413	-0.00264479	-0.00224011	-0.00175521	-0.00125044
70	-0.00303047	-0.0026717	-0.0022561	-0.00175815	-0.00123984
71	-0.00306662	-0.0026983	-0.00227168	-0.00176052	-0.00122854
72	-0.00310256	-0.00272461	-0.00228683	-0.00176234	-0.00121655
73	-0.0031383	-0.00275062	-0.00230158	-0.00176362	-0.00120386
74	-0.00317384	-0.00277633	-0.00231591	-0.00176435	-0.0011905
75	-0.00320918	-0.00280174	-0.00232984	-0.00176453	-0.00117645
76	-0.00324432	-0.00282685	-0.00234336	-0.00176418	-0.00116173
77	-0.00327925	-0.00285167	-0.00235647	-0.00176329	-0.00114634
78	-0.00331399	-0.00287619	-0.00236918	-0.00176188	-0.00113029
79	-0.00334852	-0.00290042	-0.00238149	-0.00175993	-0.00111358
80	-0.00338285	-0.00292436	-0.00239341	-0.00175747	-0.00109622
81	-0.00341698	-0.00294801	-0.00240493	-0.00175448	-0.00107821
82	-0.00345091	-0.00297136	-0.00241605	-0.00175098	-0.00105956
83	-0.00348464	-0.00299443	-0.00242678	-0.00174696	-0.00104027
84	-0.00351817	-0.00301721	-0.00243713	-0.00174243	-0.00102035
85	-0.00355149	-0.0030397	-0.00244709	-0.0017374	-0.000999796
86	-0.00358462	-0.0030619	-0.00245666	-0.00173187	-0.000978625
87	-0.00361754	-0.00308382	-0.00246585	-0.00172584	-0.000956836
88	-0.00365026	-0.00310546	-0.00247467	-0.00171932	-0.000934436
89	-0.00368278	-0.00312681	-0.0024831	-0.00171231	-0.000911429
90	-0.0037151	-0.00314788	-0.00249116	-0.00170481	-0.00088782
91	-0.00374721	-0.00316867	-0.00249884	-0.00169682	-0.000863615
92	-0.00377913	-0.00318918	-0.00250616	-0.00168836	-0.000838819
93	-0.00381084	-0.00320941	-0.0025131	-0.00167942	-0.000813436
94	-0.00384236	-0.00322936	-0.00251968	-0.00167001	-0.000787473
95	-0.00387367	-0.00324903	-0.0025259	-0.00166013	-0.000760934
96	-0.00390478	-0.00326843	-0.00253175	-0.00164978	-0.000733824
