0.0001	0	0.0197624	0.0198839	0.0201238	0.0205097	0.0213692	0.0231447	0.0272384	0.152032
0.0001	1	0.0197795	0.0197793	0.0199054	0.0201633	0.0205962	0.0215566	0.0236015	0.145382
0.0001	2	0.0197859	0.0197857	0.0198166	0.0199795	0.0202903	0.0208666	0.0220402	0.142565
0.0001	3	0.0197973	0.0197977	0.0198023	0.0198717	0.0200822	0.0204881	0.0211743	0.141014
0.0001	4	0.0198087	0.0198081	0.0198072	0.0198393	0.0199576	0.0202322	0.0206841	0.140137
0.0001	5	0.0198147	0.0198151	0.019813	0.019829	0.019894	0.0200624	0.0203715	0.1396
0.0001	6	0.0198199	0.0198198	0.0198187	0.0198284	0.019865	0.0199615	0.0201572	0.139271

0.0002	0	0.0190573	0.0192956	0.0197707	0.0205517	0.0223325	0.0261929	0.0359459	0.163147
0.0002	1	0.0190912	0.0190909	0.0193392	0.019851	0.0207264	0.0227117	0.0272142	0.148025
0.0002	2	0.0191041	0.0191036	0.0191641	0.0194853	0.0201048	0.0212737	0.0237388	0.141974
0.0002	3	0.0191265	0.0191273	0.0191362	0.0192722	0.0196879	0.0204996	0.0219061	0.138756
0.0002	4	0.0191487	0.0191477	0.0191459	0.0192085	0.0194405	0.0199843	0.0208954	0.136971
0.0002	5	0.0191606	0.0191614	0.0191574	0.0191885	0.0193153	0.0196462	0.0202621	0.135891
0.0002	6	0.0191708	0.0191705	0.0191684	0.0191873	0.0192586	0.0194472	0.0198333	0.135236

0.0003	0	0.0182906	0.0186391	0.0193415	0.0205223	0.0232858	0.0295805	0.0467719	0.176432
0.0003	1	0.0183406	0.0183402	0.0187047	0.0194631	0.0207857	0.023857	0.0312819	0.150773
0.0003	2	0.0183597	0.0183591	0.0184472	0.0189197	0.0198414	0.021614	0.0254884	0.14103
0.0003	3	0.0183926	0.0183937	0.0184066	0.0186053	0.0192181	0.0204303	0.0225857	0.136032
0.0003	4	0.0184251	0.0184237	0.018421	0.018512	0.0188513	0.0196552	0.0210274	0.133316
0.0003	5	0.0184425	0.0184436	0.0184378	0.0184829	0.0186675	0.0191526	0.0200686	0.131695
0.0003	6	0.0184573	0.0184569	0.0184539	0.0184813	0.0185848	0.0188598	0.0194282	0.130722

0.0004	0	0.0174633	0.0179138	0.0188316	0.0204115	0.0242161	0.033338	0.0598258	0.192
0.0004	1	0.0175286	0.017528	0.0180009	0.0189941	0.0207625	0.0249746	0.0358395	0.153628
0.0004	2	0.0175536	0.0175527	0.0176663	0.0182802	0.0194927	0.0218725	0.0272702	0.139688
0.0004	3	0.0175962	0.0175976	0.0176141	0.0178705	0.0186685	0.0202697	0.0231948	0.132811
0.0004	4	0.0176381	0.0176363	0.0176327	0.0177497	0.0181882	0.0192387	0.0210668	0.12915
0.0004	5	0.0176605	0.017662	0.0176545	0.0177124	0.0179497	0.0185781	0.0197826	0.127
0.0004	6	0.0176796	0.0176791	0.0176753	0.0177105	0.0178432	0.0181972	0.018937	0.125722

0.0005	0	0.016582	0.0171244	0.0182423	0.0202142	0.0251127	0.0374978	0.0749983	0.209772
0.0005	1	0.016661	0.0166604	0.0172317	0.018444	0.0206492	0.0260475	0.0409205	0.156614
0.0005	2	0.0166915	0.0166905	0.0168267	0.0175698	0.0190564	0.0220376	0.0290634	0.137936
0.0005	3	0.0167429	0.0167446	0.0167643	0.0170724	0.0180405	0.0200124	0.0237169	0.129094
0.0005	4	0.0167933	0.0167911	0.0167868	0.0169267	0.0174544	0.0187336	0.0210046	0.12449
0.0005	5	0.0168202	0.016822	0.016813	0.0168821	0.0171662	0.0179245	0.0194007	0.121829
0.0005	6	0.0168432	0.0168425	0.0168379	0.0168799	0.0170384	0.0174631	0.0183601	0.120265

0.0006	0	0.015659	0.0162821	0.0175814	0.0199323	0.0259702	0.0420915	0.0918903	0.229407
0.0006	1	0.0157502	0.0157495	0.0164079	0.0178198	0.0204447	0.0270634	0.0465542	0.15979
0.0006	2	0.0157856	0.0157845	0.0159403	0.0167982	0.0185371	0.0221041	0.030849	0.135799
0.0006	3	0.0158447	0.0158466	0.015869	0.0162221	0.0173423	0.01966	0.0241414	0.124926
0.0006	4	0.0159025	0.0158999	0.0158949	0.0160545	0.0166601	0.0181462	0.020839	0.119397
0.0006	5	0.0159334	0.0159355	0.0159251	0.0160037	0.016328	0.017201	0.0189269	0.116253
0.0006	6	0.0159597	0.0159589	0.0159536	0.0160014	0.0161818	0.0166676	0.0177052	0.114428

0.0007	0	0.0147127	0.0154045	0.0168647	0.0195765	0.026792	0.047145	0.109796	0.250291
0.0007	1	0.0148143	0.0148135	0.0155468	0.0171363	0.0201571	0.0280185	0.0527608	0.163247
0.0007	2	0.0148539	0.0148527	0.015025	0.0159821	0.0179481	0.0220759	0.0326136	0.133351
0.0007	3	0.0149195	0.0149216	0.0149462	0.0153373	0.0165896	0.0192232	0.0244667	0.120404
0.0007	4	0.0149835	0.0149807	0.0149751	0.015151	0.0158224	0.0174909	0.0205777	0.113981
0.0007	5	0.0150178	0.0150201	0.0150086	0.015095	0.0154527	0.0164238	0.0183741	0.110392
0.0007	6	0.0150469	0.0150461	0.0150402	0.0150926	0.0152911	0.0158281	0.0169879	0.108333

0.0008	0	0.0137652	0.014514	0.0161142	0.0191658	0.0275924	0.0526716	0.127764	0.271588
0.0008	1	0.0138755	0.0138746	0.0146704	0.0164149	0.019803	0.0289204	0.059546	0.167105
0.0008	2	0.0139186	0.0139174	0.0141031	0.0151437	0.0173097	0.021967	0.0343533	0.130713
0.0008	3	0.0139896	0.0139918	0.0140182	0.0144402	0.0158045	0.0187213	0.0247019	0.115668
0.0008	4	0.0140587	0.0140557	0.0140495	0.0142385	0.0149636	0.0167894	0.0202377	0.108393
0.0008	5	0.0140957	0.0140983	0.0140858	0.0141782	0.0145627	0.0156153	0.017763	0.104399
0.0008	6	0.0141271	0.0141262	0.0141198	0.0141759	0.0143887	0.014967	0.0162304	0.102135

0.0009	0	0.0128394	0.0136342	0.0153545	0.0187252	0.0283962	0.058665	0.144752	0.292366
0.0009	1	0.0129566	0.0129558	0.0138027	0.0156803	0.0194057	0.0297878	0.0668942	0.171483
0.0009	2	0.0130027	0.0130014	0.0131977	0.0143071	0.016647	0.0217998	0.0360746	0.12803
0.0009	3	0.013078	0.0130803	0.013108	0.0135546	0.0150117	0.0181791	0.0248661	0.110878
0.0009	4	0.0131512	0.0131479	0.0131413	0.0133404	0.0141081	0.016067	0.0198433	0.102799
0.0009	5	0.0131902	0.0131931	0.0131797	0.0132768	0.0136818	0.0148006	0.0171191	0.0984414
0.0009	6	0.0132236	0.0132226	0.0132157	0.0132746	0.0134981	0.0141088	0.0154582	0.0960017

0.001	0	0.0119551	0.0127865	0.0146094	0.0182804	0.0292347	0.0650947	0.159804	0.311765
0.001	1	0.0120778	0.012077	0.012965	0.0149564	0.0189911	0.0306477	0.0747633	0.176478
0.001	2	0.0121263	0.0121249	0.0123293	0.0134945	0.0159847	0.0216005	0.037794	0.125454
0.001	3	0.0122049	0.0122073	0.0122358	0.0127015	0.0142346	0.0176231	0.0249845	0.106192
0.001	4	0.0122812	0.0122778	0.0122708	0.0124774	0.0132782	0.0153486	0.0194216	0.0973555
0.001	5	0.0123219	0.012325	0.012311	0.0124112	0.0128316	0.0140032	0.0164686	0.0926726
0.001	6	0.0123568	0.0123558	0.0123484	0.0124092	0.0126406	0.013276	0.0146958	0.0900825

0.002	0	0.0061562	0.00709536	0.00946022	0.0158205	0.0439678	0.135706	0.176245	0.394451
0.002	1	0.00629152	0.00629091	0.00731075	0.00986977	0.0163842	0.0428035	0.159731	0.248682
0.002	2	0.00634675	0.00634561	0.00656498	0.00792154	0.0112509	0.0207418	0.0581311	0.117303
0.002	3	0.00643313	0.00643534	0.00646376	0.00696436	0.00879115	0.0135618	0.0269371	0.0755866
