from,to,weight
5,23,3.225497e-17
5,24,1.836893e+01
6,0,8.733804e+00
6,1,7.113788e-01
6,2,4.726550e-01
6,3,7.054399e-01
6,4,7.176373e-01
6,5,2.903189e-33
6,7,5.035862e-01
6,8,5.181720e-01
6,9,5.444981e-01
6,10,9.398178e-02
6,11,2.120964e-23
6,12,1.285153e-01
6,13,6.648169e-01
6,14,6.015299e-01
6,15,2.194457e-01
6,16,1.163409e-01
6,17,6.336883e-05
6,18,2.503325e-01
6,19,1.412947e+00
6,20,4.639477e+00
6,21,3.697946e-01
6,22,2.628105e-01
6,23,1.218672e-02
6,24,3.769436e-01
7,0,2.739970e+00
7,1,8.013476e-01
7,2,3.215888e-01
7,3,4.275214e-01
7,4,8.064216e-01
7,5,2.174514e-15
7,6,9.567957e-01
7,8,9.023856e-01
7,9,1.281445e+00
7,10,7.851644e+00
7,11,2.067176e-09
7,12,4.290989e-01
7,13,1.020331e+00
7,14,1.033688e+00
7,15,4.541059e-01
7,16,6.393425e+00
7,17,5.473093e+00
7,18,3.788175e+00
7,19,2.688886e+00
7,20,6.862692e+00
7,21,7.594512e-01
7,22,4.764108e+00
7,23,6.274892e+00
7,24,4.825739e+00
8,0,4.930852e-01
8,1,1.443604e-01
8,2,3.905215e-02
8,3,1.484832e-01
8,4,3.987188e-01
8,5,1.920713e-01
8,6,1.069233e-01
8,7,5.439444e-02
8,9,3.863971e-01
8,10,2.768459e+01
8,11,3.758960e+00
8,12,7.967729e-01
8,13,6.013771e-01
8,14,1.831589e-01
8,15,5.760963e-01
8,16,2.146597e+01
8,17,3.266957e+01
8,18,7.691824e+00
8,19,2.276282e+00
8,20,8.000582e+00
8,21,9.872888e-01
8,22,1.550922e+01
8,23,2.941473e+01
8,24,1.323920e+01
9,0,3.125275e-02
9,1,9.357564e-03
9,2,8.913393e-04
9,3,2.467293e-02
9,4,4.440752e-02
9,5,6.836463e+01
9,6,7.008155e-03
9,7,1.465386e-03
9,8,1.253181e-02
9,10,3.601506e+01
9,11,5.046954e+01
9,12,7.472507e-01
9,13,3.657950e-02
9,14,2.866007e-02
9,15,4.592761e-01
9,16,3.029143e+01
9,17,4.727516e+01
9,18,8.615780e+00
9,19,1.062746e+00
9,20,7.125110e+00
9,21,9.044969e-01
9,22,2.200702e+01
9,23,3.554326e+01
9,24,1.443641e+01
10,0,4.376281e-103
10,1,5.393147e-103
10,2,1.976830e-115
10,3,9.619608e-121
10,4,9.451300e-120
10,5,2.267466e+02
10,6,1.332531e-103
10,7,7.214866e-115
10,8,2.688551e-120
10,9,6.317498e-119
10,11,1.789056e+02
10,12,6.231972e-80
10,13,4.367880e-109
10,14,4.123393e-118
10,15,4.627218e-260
10,16,9.813766e-19
10,17,1.376054e+02
10,18,5.981090e-59
10,19,3.025362e-100
10,20,5.072335e-26
10,21,1.027811e-202
10,22,8.044456e-46
10,23,9.215815e+01
10,24,4.306954e-43
11,0,6.836630e+01
11,1,5.415986e+01
11,2,4.571983e+01
11,3,2.644253e+01
11,4,5.219335e-04
11,5,1.500509e+01
11,6,5.461090e+01
11,7,4.461868e+01
11,8,3.502834e+01
11,9,7.826264e-03
11,10,8.411332e-69
11,12,4.396810e+01
11,13,4.303866e+01
11,14,3.784135e+01
11,15,7.450267e-04
11,16,1.438555e-48
11,17,1.437932e-03
11,18,3.016935e+01
11,19,3.664301e+01
11,20,3.913081e-03
11,21,3.433441e-03
11,22,1.090597e-11
11,23,1.761059e-03
11,24,1.796073e+01
12,0,5.143502e+00
12,1,7.036708e-01
12,2,1.695433e-01
12,3,2.364775e-01
12,4,3.797530e-02
12,5,3.894129e-27
12,6,4.174491e-01
12,7,1.587320e-01
12,8,2.138190e-01
12,9,2.311671e-02
12,10,1.857284e-01
12,11,1.624380e-19
12,13,6.948311e-01
12,14,2.120912e-01
12,15,2.266013e-01
12,16,2.162986e-01
12,17,8.534964e-05
12,18,1.798313e-01
12,19,6.192830e-01
12,20,2.008054e+00
12,21,3.923190e-01
12,22,3.407233e-01
12,23,2.754744e-02
12,24,2.646923e-01
13,0,4.709187e-02
13,1,3.644174e-03
13,2,1.660519e-03
13,3,3.393869e-03
13,4,1.611591e-02
13,5,3.258603e-17
13,6,8.651101e-03
13,7,3.409182e-03
13,8,4.612833e-03
13,9,2.799996e-02
13,10,8.810619e+00
13,11,2.233846e-12
13,12,3.340027e-03
13,14,1.661437e-02
13,15,4.871933e-01
13,16,8.126244e+00
13,17,1.611511e+00
13,18,2.955707e-01
13,19,2.760482e-01
13,20,4.324189e+00
13,21,7.727794e-01
13,22,5.165582e+00
13,23,3.402838e+00
13,24,1.003427e+00
14,0,1.306215e-02
14,1,1.410414e-02
14,2,2.945861e-03
14,3,1.269415e-02
14,4,8.152182e-02
14,5,5.048443e-05
14,6,6.055708e-03
14,7,2.195320e-03
14,8,1.999684e-02
14,9,3.960953e-02
14,10,3.099080e+01
14,11,1.183460e-01
14,12,1.722896e-01
14,13,4.125895e-02
14,15,9.692176e-01
14,16,2.577115e+01
14,17,2.657353e+01
14,18,2.761431e+00
14,19,5.801277e-01
14,20,6.277226e+00
14,21,1.629619e+00
14,22,1.802357e+01
14,23,2.509198e+01
14,24,7.447554e+00
15,0,0.000000e+00
15,1,0.000000e+00
15,2,0.000000e+00
15,3,0.000000e+00
15,4,5.900464e-310
15,5,2.476567e-206
15,6,0.000000e+00
15,7,0.000000e+00
15,8,0.000000e+00
15,9,3.149111e-311
15,10,3.506651e+02
15,11,1.633955e-205
15,12,0.000000e+00
15,13,0.000000e+00
15,14,0.000000e+00
15,16,2.938381e+02
15,17,1.369495e-159
15,18,1.534965e-313
15,19,0.000000e+00
15,20,0.000000e+00
15,21,1.365533e-47
15,22,2.411417e+02
15,23,5.815419e-119
15,24,1.594426e-279
16,0,1.719277e-135
16,1,1.811053e-131
16,2,2.721186e-142
16,3,7.198224e-144
16,4,1.081376e-140
16,5,1.281515e+02
16,6,2.240361e-131
16,7,1.866039e-140
16,8,2.253089e-143
16,9,5.009684e-141
16,10,3.464555e+01
16,11,1.054994e+02
16,12,7.511570e-105
16,13,1.347446e-133
16,14,4.931775e-141
16,15,6.495448e-136
16,17,8.508979e+01
16,18,1.684609e-80
16,19,1.251170e-122
16,20,1.891018e-07
16,21,8.793256e-85
16,22,3.198102e-11
16,23,6.236252e+01
16,24,3.660422e-63
17,0,1.074451e-09
17,1,7.883640e-15
17,2,1.274461e-23
17,3,1.213589e-29
17,4,9.798549e-34
17,5,1.010464e+01
17,6,1.947240e-14
17,7,1.185472e-22
17,8,5.646507e-31
17,9,2.274120e-33
17,10,7.443603e-52
17,11,5.587188e-01
17,12,1.003332e-11
17,13,6.507524e-20
17,14,3.515857e-28
17,15,9.698365e-03
17,16,7.364350e-40
17,18,1.448956e-09
17,19,1.531122e-16
17,20,6.193997e-03
17,21,8.651652e-03
17,22,1.941353e-09
17,23,2.870834e-03
17,24,7.234182e-08
18,0,1.426929e-06
18,1,8.313961e-10
18,2,3.958487e-13
18,3,4.844235e-13
18,4,8.536805e-14
18,5,1.380098e-21
18,6,2.637709e-10
18,7,2.346314e-12
18,8,6.613211e-14
18,9,4.370388e-14
18,10,4.032182e-02
18,11,3.279081e-18
18,12,3.931515e-10
18,13,1.224281e-10
18,14,5.708865e-12
18,15,1.427505e+00
18,16,2.683713e-02
18,17,1.258100e-06
18,19,6.417499e-08
18,20,1.649108e+00
18,21,1.208294e+00
18,22,1.535617e-01
18,23,5.260995e-03
18,24,7.741765e-05
19,0,2.827580e-08
19,1,6.384677e-10
19,2,4.585531e-11
19,3,2.395058e-10
19,4,1.471330e-09
19,5,4.049812e-20
19,6,4.883630e-10
19,7,3.384946e-11
19,8,7.101347e-11
19,9,1.038494e-09
19,10,6.791430e+00
19,11,1.327595e-13
19,12,4.641641e-09
19,13,4.063403e-09
19,14,4.348556e-09
19,15,2.614369e+00
19,16,5.411834e+00
19,17,8.185872e-02
19,18,1.490368e-04
19,20,6.052084e+00
19,21,3.511429e+00
19,22,3.661360e+00
19,23,6.457818e-01
19,24,7.245672e-03
20,0,0.000000e+00
20,1,0.000000e+00
20,2,0.000000e+00
20,3,0.000000e+00
20,4,0.000000e+00
20,5,0.000000e+00
20,6,0.000000e+00
20,7,0.000000e+00
20,8,0.000000e+00
20,9,0.000000e+00
20,10,0.000000e+00
20,11,0.000000e+00
20,12,0.000000e+00
20,13,0.000000e+00
20,14,0.000000e+00
20,15,4.553982e+02
20,16,0.000000e+00
20,17,0.000000e+00
20,18,0.000000e+00
20,19,0.000000e+00
20,21,4.445947e+02
20,22,2.143873e-270
20,23,0.000000e+00
20,24,0.000000e+00
21,0,0.000000e+00
21,1,0.000000e+00
21,2,0.000000e+00
21,3,0.000000e+00
21,4,0.000000e+00
21,5,8.214488e-262
21,6,0.000000e+00
21,7,0.000000e+00
21,8,0.000000e+00
21,9,0.000000e+00
21,10,2.464014e+02
21,11,5.287663e-255
21,12,0.000000e+00
21,13,0.000000e+00
21,14,0.000000e+00
21,15,1.006617e+02
21,16,1.723405e+02
21,17,2.717926e-205
21,18,0.000000e+00
21,19,0.000000e+00
21,20,0.000000e+00
21,22,1.405925e+02
21,23,4.974989e-159
21,24,0.000000e+00
22,0,2.759987e-201
22,1,1.463293e-190
22,2,7.731004e-194
22,3,2.463557e-191
22,4,5.036702e-186
22,5,2.257484e-12
22,6,8.881723e-190
22,7,1.492217e-192
22,8,1.921041e-192
22,9,2.340733e-187
22,10,6.058206e+01
22,11,2.707393e-19
22,12,1.301218e-161
22,13,4.497718e-186
22,14,1.961851e-189
22,15,2.854535e-101
22,16,1.508275e+01
22,17,1.538981e-16
22,18,2.174491e-136
22,19,3.300028e-174
22,20,1.914144e-20
22,21,3.433334e-70
22,23,4.547628e-14
22,24,2.504671e-113
23,0,2.899845e-44
23,1,3.421861e-50
23,2,3.301060e-59
23,3,6.827752e-63
23,4,8.129549e-66
23,5,1.774406e-03
23,6,8.547481e-50
23,7,1.431463e-58
23,8,1.400286e-64
23,9,8.097954e-65
23,10,9.632468e-36
23,11,1.254279e-08
23,12,9.664779e-43
23,13,3.856730e-54
23,14,6.683147e-62
23,15,8.339157e-03
23,16,8.153990e-32
23,17,3.774029e-09
23,18,3.550695e-36
23,19,5.498944e-49
23,20,1.461628e-04
23,21,1.517780e-03
23,22,5.720581e-09
23,24,1.224734e-29
24,0,9.936417e-18
24,1,1.272349e-21
24,2,5.911004e-25
24,3,2.878161e-26
24,4,1.044644e-26
24,5,9.891860e-19
24,6,6.961307e-22
24,7,9.822358e-25
24,8,6.095678e-27
24,9,2.738050e-27
24,10,1.089275e-03
24,11,3.833926e-19
24,12,4.125984e-20
24,13,4.371137e-22
24,14,1.442883e-25
24,15,1.053858e+00
24,16,1.286368e-02
24,17,2.152677e-08
24,18,6.753836e-15
24,19,2.234965e-18
24,20,8.406140e-01
24,21,1.467971e+00
24,22,7.661570e-02
24,23,1.514313e-04
