from,to,weight
12,4,9.009636e-01
12,5,2.286358e-02
12,6,1.071994e+00
12,7,8.860857e-01
12,8,9.034256e-01
12,9,7.986614e-01
12,10,2.855610e+00
12,11,7.414311e-02
12,13,1.062467e+00
12,14,9.605599e-01
12,15,4.450871e+00
12,16,2.958174e+00
12,17,8.802448e-01
12,18,1.284365e+00
12,19,1.446100e+00
12,20,8.715410e+00
12,21,5.008306e+00
12,22,3.564360e+00
12,23,1.729689e+00
12,24,1.661849e+00
13,0,7.870186e-01
13,1,7.854623e-01
13,2,6.564186e-01
13,3,6.569429e-01
13,4,6.407672e-01
13,5,1.541714e-01
13,6,6.283989e-01
13,7,5.564837e-01
13,8,6.447921e-01
13,9,7.838484e-01
13,10,5.356194e+00
13,11,3.153090e-01
13,12,6.249055e-01
13,14,7.825849e-01
13,15,4.848755e+00
13,16,5.259347e+00
13,17,2.318183e+00
13,18,1.542199e+00
13,19,1.298370e+00
13,20,9.861129e+00
13,21,5.598713e+00
13,22,5.706521e+00
13,23,3.187500e+00
13,24,2.248819e+00
14,0,5.974430e-01
14,1,6.766199e-01
14,2,7.101646e-01
14,3,7.182370e-01
14,4,6.998563e-01
14,5,1.184648e+00
14,6,5.526585e-01
14,7,5.015970e-01
14,8,5.851841e-01
14,9,6.862525e-01
14,10,7.355714e+00
14,11,1.400823e+00
14,12,7.090805e-01
14,13,6.687451e-01
14,15,5.006297e+00
14,16,7.056020e+00
14,17,4.044019e+00
14,18,1.678994e+00
14,19,1.192576e+00
14,20,1.033891e+01
14,21,5.670343e+00
14,22,7.060412e+00
14,23,5.123400e+00
14,24,2.820888e+00
15,0,1.257994e-43
15,1,1.738983e-41
15,2,1.280365e-39
15,3,4.076683e-38
15,4,8.534209e-37
15,5,2.138566e-21
15,6,1.995004e-38
15,7,1.067577e-35
15,8,3.661990e-33
15,9,1.323349e-31
15,10,5.869407e+01
15,11,2.131218e-21
15,12,4.160929e-35
15,13,5.388210e-35
15,14,2.854508e-33
15,16,4.227801e+01
15,17,1.801085e-16
15,18,8.982766e-32
15,19,3.268507e-34
15,20,8.347889e-53
15,21,1.306847e-04
15,22,3.139851e+01
15,23,2.667046e-12
15,24,3.726578e-28
16,0,1.729004e-14
16,1,1.978726e-12
16,2,4.414671e-11
16,3,2.110810e-10
16,4,4.287674e-10
16,5,1.449260e+01
16,6,5.579218e-14
16,7,8.027015e-15
16,8,6.730669e-15
16,9,1.569665e-14
16,10,3.798603e+00
16,11,1.071844e+01
16,12,3.753598e-11
16,13,5.339223e-14
16,14,1.400073e-14
16,15,1.304105e-12
16,17,7.970555e+00
16,18,1.247746e-08
16,19,7.689157e-13
16,20,1.071966e+00
16,21,1.531638e-07
16,22,1.686454e-01
16,23,5.615820e+00
16,24,1.402903e-06
17,0,1.119677e-01
17,1,1.584575e-01
17,2,1.828734e-01
17,3,1.541681e-01
17,4,1.469938e-01
17,5,2.507562e+00
17,6,2.309330e-02
17,7,5.002211e-03
17,8,1.250278e-03
17,9,1.074322e-03
17,10,1.255676e-04
17,11,1.027646e+00
17,12,4.592117e-02
17,13,7.139840e-03
17,14,2.676260e-03
17,15,2.562014e+00
17,16,1.743551e-03
17,18,1.023157e-01
17,19,1.726362e-02
17,20,3.822787e+00
17,21,2.599734e+00
17,22,3.086404e-01
17,23,6.658796e-01
17,24,1.962676e-01
18,0,1.969239e-01
18,1,1.839760e-01
18,2,1.555574e-01
18,3,1.216173e-01
18,4,1.194249e-01
18,5,2.548935e-02
18,6,8.160076e-02
18,7,5.258812e-02
18,8,5.289948e-02
18,9,4.627019e-02
18,10,1.897385e+00
18,11,4.952133e-02
18,12,9.308215e-02
18,13,7.492426e-02
18,14,6.848226e-02
18,15,5.243319e+00
18,16,2.078162e+00
18,17,4.888957e-01
18,19,1.670795e-01
18,20,8.296361e+00
18,21,5.783580e+00
18,22,3.085802e+00
18,23,1.103119e+00
18,24,5.671172e-01
19,0,1.594870e-01
19,1,1.587713e-01
19,2,1.459215e-01
19,3,1.291744e-01
19,4,1.440889e-01
19,5,6.804548e-02
19,6,1.282652e-01
19,7,1.097961e-01
19,8,1.299873e-01
19,9,1.477513e-01
19,10,4.619621e+00
19,11,1.413321e-01
19,12,1.560915e-01
19,13,1.515488e-01
19,14,1.433538e-01
19,15,6.060878e+00
19,16,4.649027e+00
19,17,1.527667e+00
19,18,5.410177e-01
19,20,1.023351e+01
19,21,6.649687e+00
19,22,5.312764e+00
19,23,2.768737e+00
19,24,1.028030e+00
20,0,2.605081e-110
20,1,4.196096e-108
20,2,3.335615e-106
20,3,1.651478e-104
20,4,2.810051e-103
20,5,2.875888e-87
20,6,4.818239e-105
20,7,2.037689e-102
20,8,5.780225e-100
20,9,6.865032e-98
20,10,1.286340e-42
20,11,6.744004e-77
20,12,3.754198e-98
20,13,1.096028e-99
20,14,2.950334e-98
20,15,1.104981e+02
20,16,7.884862e-43
20,17,4.278009e-70
20,18,8.043129e-92
20,19,4.725165e-97
20,21,1.013243e+02
20,22,1.708557e-27
20,23,1.861379e-61
20,24,2.784113e-85
21,0,4.581252e-50
21,1,6.413544e-48
21,2,5.240753e-46
21,3,1.802414e-44
21,4,2.951799e-43
21,5,1.240626e-27
21,6,6.875353e-45
21,7,3.655036e-42
21,8,1.259126e-39
21,9,4.297082e-38
21,10,3.221706e+01
21,11,1.175171e-26
21,12,3.546557e-41
21,13,2.193332e-41
21,14,1.713694e-39
21,15,1.080131e+01
21,16,1.806476e+01
21,17,2.146827e-21
21,18,2.040606e-37
21,19,3.674950e-40
21,20,7.373860e-48
21,22,1.359327e+01
21,23,7.036845e-17
21,24,8.265590e-34
22,0,1.889804e-21
22,1,2.571796e-19
22,2,7.190198e-18
22,3,4.030248e-17
22,4,1.521833e-16
22,5,6.402613e-02
22,6,4.155824e-20
22,7,2.696802e-20
22,8,5.344087e-20
22,9,1.938577e-19
22,10,7.071960e+00
22,11,7.977729e-03
22,12,4.282541e-17
22,13,1.703299e-19
22,14,1.024096e-19
22,15,9.334376e-09
22,16,2.406616e+00
22,17,1.638316e-02
22,18,2.846893e-14
22,19,2.513791e-18
22,20,4.642925e-02
22,21,1.400386e-05
22,23,3.167290e-02
22,24,4.196601e-12
23,0,2.141537e-05
23,1,6.383184e-05
23,2,1.215932e-04
23,3,1.404403e-04
23,4,1.356030e-04
23,5,6.653290e-01
23,6,5.452823e-06
23,7,9.504986e-07
23,8,5.255130e-07
23,9,4.116705e-07
23,10,4.179190e-03
23,11,1.831833e-01
23,12,3.394693e-05
23,13,3.183898e-06
23,14,9.374328e-07
23,15,2.145856e+00
23,16,9.501596e-03
23,17,2.004663e-01
23,18,3.374587e-04
23,19,8.220619e-06
23,20,2.421307e+00
23,21,2.389433e+00
23,22,4.028441e-01
23,24,1.504259e-03
24,0,1.187784e-02
24,1,1.204116e-02
24,2,1.103865e-02
24,3,1.129292e-02
24,4,8.386913e-03
24,5,2.131710e-02
24,6,4.299432e-03
24,7,2.518600e-03
24,8,1.979628e-03
24,9,1.894713e-03
24,10,1.176876e+00
24,11,2.648395e-02
24,12,8.787517e-03
24,13,3.886199e-03
24,14,2.313925e-03
24,15,5.098001e+00
24,16,1.372233e+00
24,17,2.198738e-01
24,18,2.571249e-02
24,19,1.042650e-02
24,20,6.648172e+00
24,21,5.719739e+00
24,22,2.524478e+00
24,23,6.800882e-01
