0	0	0.0469788	0.0159856	0.0412355	0.0376765	0.0323168	0.174193
0	1	0.0469788	0.0469788	0.0159856	0.0412355	0.0376765	0.188855
0	2	0.0469788	0.0469788	0.0469788	0.0159856	0.0412355	0.198157
0	3	0.0469788	0.0469788	0.0469788	0.0469788	0.0159856	0.203901
0	4	0.0469788	0.0469788	0.0469788	0.0469788	0.0469788	0.234894

0.02	0	0.0531679	0.0183853	0.0455952	0.0381303	0.0317262	0.187005
0.02	1	0.0481371	0.0481775	0.0184885	0.0460573	0.0396662	0.200527
0.02	2	0.0461956	0.0460127	0.0435273	0.0200674	0.0492353	0.205038
0.02	3	0.0445763	0.0436657	0.0458821	0.0402899	0.0216981	0.196112
0.02	4	0.0423433	0.0421894	0.0443982	0.0457751	0.0366124	0.211318

0.04	0	0.0570541	0.0209856	0.0497213	0.0380153	0.0306164	0.196393
0.04	1	0.0474541	0.0469018	0.0210858	0.050796	0.0408449	0.207083
0.04	2	0.0423989	0.0430803	0.0404049	0.0259017	0.0591005	0.210886
0.04	3	0.0398585	0.0387478	0.0435061	0.0377768	0.0335795	0.193469
0.04	4	0.036013	0.0359797	0.0394553	0.0452186	0.0355032	0.19217

0.06	0	0.0594794	0.0236482	0.0527707	0.0367858	0.0287143	0.201398
0.06	1	0.044888	0.0453784	0.0236741	0.0545652	0.0410343	0.20954
0.06	2	0.0389073	0.0376032	0.0376433	0.0342792	0.0711016	0.219535
0.06	3	0.0328318	0.0329031	0.0383283	0.0359809	0.0622524	0.202296
0.06	4	0.0280225	0.0281036	0.0335429	0.040827	0.0367346	0.167231

0.08	0	0.0573192	0.0259635	0.0530894	0.0337336	0.0256203	0.195726
0.08	1	0.0398196	0.0392524	0.0256131	0.0556407	0.0387392	0.199065
0.08	2	0.0303588	0.0303003	0.031231	0.0487394	0.0820423	0.222672
0.08	3	0.0243407	0.0241779	0.0308513	0.0336433	0.128828	0.241842
0.08	4	0.020184	0.0201447	0.0250167	0.0365146	0.0388355	0.140695

0.1	0	0.0493059	0.0275429	0.0515303	0.0295598	0.022117	0.180056
0.1	1	0.0300679	0.0304144	0.0266528	0.0531462	0.0363904	0.176672
0.1	2	0.0221723	0.022058	0.0267076	0.0680043	0.0989373	0.237879
0.1	3	0.016622	0.016641	0.0221148	0.0296095	0.209346	0.294333
