0.0001	0	0.0397157	0.0398415	0.0401672	0.0407199	0.0421934	0.202638
0.0001	1	0.0397156	0.0397146	0.0398376	0.0401809	0.0408461	0.200295
0.0001	2	0.0397127	0.0397121	0.0397412	0.0399115	0.0403074	0.199385
0.0001	3	0.0397162	0.0397161	0.0397241	0.0397862	0.0399875	0.19893
0.0001	4	0.0397231	0.0397236	0.0397239	0.0397494	0.0398324	0.198752

0.0002	0	0.039425	0.0396772	0.0403321	0.0414516	0.044481	0.205367
0.0002	1	0.0394251	0.0394231	0.0396698	0.0403587	0.0417074	0.200584
0.0002	2	0.0394194	0.0394182	0.0394763	0.0398172	0.0406133	0.198744
0.0002	3	0.0394265	0.0394264	0.0394422	0.039566	0.0399694	0.197831
0.0002	4	0.0394404	0.0394413	0.0394418	0.0394924	0.0396581	0.197474

0.0003	0	0.0391281	0.039507	0.0404943	0.0421952	0.0468637	0.208188
0.0003	1	0.0391286	0.0391255	0.0394964	0.040533	0.0425841	0.200868
0.0003	2	0.0391202	0.0391184	0.0392052	0.0397171	0.0409174	0.198078
0.0003	3	0.0391309	0.0391308	0.0391543	0.0393392	0.0399454	0.196701
0.0003	4	0.0391518	0.0391532	0.0391537	0.0392291	0.0394771	0.196165

0.0004	0	0.0388249	0.0393309	0.0406538	0.0429512	0.0493421	0.211103
0.0004	1	0.038826	0.038822	0.0393173	0.0407039	0.0434765	0.201146
0.0004	2	0.0388151	0.0388128	0.0389279	0.039611	0.0412194	0.197386
0.0004	3	0.0388295	0.0388294	0.0388603	0.0391059	0.0399154	0.19554
0.0004	4	0.0388574	0.0388591	0.0388598	0.0389594	0.0392892	0.194825

0.0005	0	0.0385155	0.0391488	0.0408105	0.0437198	0.051916	0.214111
0.0005	1	0.0385174	0.0385124	0.0391324	0.0408709	0.0443849	0.201418
0.0005	2	0.0385041	0.0385012	0.0386445	0.0394987	0.0415193	0.196668
0.0005	3	0.0385223	0.0385221	0.0385604	0.0388659	0.0398792	0.19435
0.0005	4	0.0385571	0.0385592	0.0385598	0.0386834	0.0390943	0.193454

0.0006	0	0.0382	0.0389607	0.0409641	0.0445015	0.0545851	0.217211
0.0006	1	0.0382029	0.0381969	0.0389417	0.0410341	0.0453096	0.201685
0.0006	2	0.0381873	0.0381839	0.038355	0.0393801	0.0418166	0.195923
0.0006	3	0.0382092	0.038209	0.0382545	0.0386193	0.0398366	0.193129
0.0006	4	0.0382509	0.0382535	0.038254	0.038401	0.0388926	0.192052

0.0007	0	0.0378785	0.0387665	0.0411146	0.0452964	0.0573485	0.220405
0.0007	1	0.0378825	0.0378756	0.0387451	0.0411932	0.0462507	0.201947
0.0007	2	0.0378648	0.0378609	0.0380593	0.0392552	0.0421114	0.195152
0.0007	3	0.0378905	0.0378902	0.0379428	0.0383662	0.0397875	0.191877
0.0007	4	0.037939	0.037942	0.0379424	0.0381124	0.0386838	0.19062

0.0008	0	0.0375513	0.0385663	0.0412618	0.046105	0.0602047	0.223689
0.0008	1	0.0375565	0.0375486	0.0385427	0.041348	0.0472088	0.202205
0.0008	2	0.0375367	0.0375323	0.0377578	0.0391239	0.0424033	0.194354
0.0008	3	0.0375661	0.0375657	0.0376253	0.0381065	0.0397318	0.190595
0.0008	4	0.0376215	0.0376248	0.037625	0.0378176	0.0384681	0.189157

0.0009	0	0.0372184	0.0383601	0.0414056	0.0469277	0.0631518	0.227064
0.0009	1	0.0372248	0.0372161	0.0383343	0.0414984	0.048184	0.202458
0.0009	2	0.0372031	0.0371982	0.0374503	0.0389861	0.0426921	0.19353
0.0009	3	0.0372363	0.0372359	0.0373021	0.0378403	0.0396694	0.189284
0.0009	4	0.0372984	0.0373021	0.0373021	0.0375167	0.0382455	0.187665

0.001	0	0.03688	0.0381479	0.0415461	0.0477649	0.0661872	0.230526
0.001	1	0.0368879	0.0368782	0.0381201	0.0416443	0.0491767	0.202707
0.001	2	0.0368643	0.0368588	0.0371372	0.0388419	0.0429777	0.19268
0.001	3	0.0369011	0.0369006	0.0369735	0.0375678	0.0396003	0.187943
0.001	4	0.0369699	0.036974	0.0369737	0.0372099	0.038016	0.186143

0.002	0	0.033261	0.0357378	0.0427642	0.0570088	0.100375	0.269146
0.002	1	0.0332823	0.0332647	0.0356847	0.0428461	0.0601281	0.205206
0.002	2	0.0332424	0.033233	0.0337453	0.0370627	0.0456291	0.182912
0.002	3	0.0333133	0.033312	0.0334409	0.0345398	0.0385426	0.173149
0.002	4	0.0334423	0.03345	0.0334441	0.033868	0.0353821	0.169587

0.003	0	0.0295057	0.0330372	0.0437742	0.067993	0.136172	0.310482
0.003	1	0.0295309	0.0295073	0.0329253	0.043674	0.0730491	0.208687
0.003	2	0.0294749	0.0294628	0.0301508	0.0348551	0.0479231	0.171867
0.003	3	0.0295696	0.029567	0.0297348	0.0312183	0.0369682	0.157058
0.003	4	0.0297431	0.0297541	0.0297396	0.0302986	0.032371	0.151906

0.004	0	0.0260703	0.0304941	0.0449747	0.0805449	0.164497	0.346581
0.004	1	0.0260853	0.0260574	0.0302707	0.0444819	0.0877227	0.214618
0.004	2	0.0260101	0.0259965	0.0268087	0.0326418	0.0500976	0.161555
0.004	3	0.0261167	0.0261127	0.0263064	0.0280654	0.0352783	0.141879
0.004	4	0.0263188	0.0263328	0.0263091	0.0269606	0.0294451	0.135367

0.005	0	0.0232231	0.0284364	0.0467998	0.0939349	0.179992	0.372386
0.005	1	0.0232155	0.0231844	0.0280561	0.0456816	0.103381	0.223518
0.005	2	0.0231166	0.0231019	0.0240083	0.0307865	0.0525099	0.153523
0.005	3	0.0232256	0.0232202	0.0234344	0.0253991	0.0338587	0.129138
0.005	4	0.0234445	0.0234612	0.0234305	0.0241501	0.026948	0.121434

0.006	0	0.0209626	0.026922	0.0494526	0.107207	0.183448	0.387993
0.006	1	0.0209215	0.0208882	0.0263577	0.0474783	0.118985	0.234631
0.006	2	0.0207939	0.0207784	0.0217666	0.0293978	0.0553888	0.148125
0.006	3	0.0208978	0.0208914	0.0211267	0.0232624	0.0328549	0.119033
0.006	4	0.0211257	0.0211446	0.021111	0.0218887	0.024948	0.110218

0.007	0	0.0191578	0.0258475	0.0528911	0.119554	0.178847	0.396297
0.007	1	0.0190729	0.019038	0.0250841	0.0498471	0.133599	0.246641
0.007	2	0.0189112	0.0188947	0.0199605	0.0284002	0.0587672	0.144934
0.007	3	0.0190031	0.0189964	0.0192562	0.0215443	0.0322145	0.111014
0.007	4	0.0192336	0.0192541	0.0192231	0.0200557	0.0233471	0.101114

0.008	0	0.0176795	0.0250906	0.0569546	0.130449	0.170109	0.400283
0.008	1	0.0175422	0.0175061	0.0241163	0.0526543	0.146562	0.258381
0.008	2	0.0173412	0.0173236	0.0184641	0.0276775	0.0625623	0.143369
0.008	3	0.0174146	0.0174081	0.0176962	0.0201224	0.0318273	0.104469
0.008	4	0.0176418	0.0176634	0.0176406	0.0185264	0.0220264	0.0934986

0.009	0	0.0164414	0.0245676	0.0614632	0.13962	0.159907	0.401999
0.009	1	0.0162451	0.0162082	0.0233693	0.0557521	0.157506	0.269081
0.009	2	0.0160009	0.0159822	0.0171936	0.0271434	0.0666587	0.142979
0.009	3	0.0160504	0.0160446	0.0163637	0.0189144	0.0316046	0.0989776
0.009	4	0.0162688	0.016291	0.0162813	0.0172184	0.0209045	0.086964

0.01	0	0.0153916	0.0242319	0.0662589	0.146984	0.149734	0.4026
0.01	1	0.0151324	0.015095	0.0227941	0.0590177	0.166311	0.27835
0.01	2	0.0148427	0.0148228	0.0161008	0.026749	0.0709492	0.143464
0.01	3	0.0148641	0.0148594	0.0152112	0.0178737	0.0314945	0.0943028
0.01	4	0.0150694	0.015092	0.015099	0.0160851	0.0199365	0.081282

0.02	0	0.0105073	0.0274196	0.112485	0.152902	0.0928627	0.396176
0.02	1	0.00965989	0.0096197	0.0227808	0.0893072	0.177354	0.308722
0.02	2	0.00898801	0.00895662	0.0106515	0.0278461	0.112498	0.16894
0.02	3	0.00873531	0.0087424	0.00935958	0.0127415	0.0344399	0.0740186
0.02	4	0.00876497	0.00878601	0.00898252	0.0103156	0.0152944	0.0521434

0.03	0	0.00947369	0.0348257	0.140343	0.126156	0.0723017	0.3831
0.03	1	0.0080527	0.00800785	0.0264954	0.107251	0.153	0.302807
0.03	2	0.00713257	0.00709366	0.0088579	0.0332959	0.141433	0.197813
0.03	3	0.00670978	0.00671883	0.00747396	0.0110617	0.0416912	0.0736554
