0.0001	0	0.0197653	0.0198771	0.020115	0.0205199	0.0213798	0.0231573	0.0272535	0.152068
0.0001	1	0.019779	0.019781	0.0199	0.0201549	0.0205997	0.0215547	0.0236102	0.145379
0.0001	2	0.0197875	0.0197865	0.0198168	0.0199702	0.0202808	0.0208775	0.0220616	0.142581
0.0001	3	0.0197942	0.0197988	0.0198041	0.0198736	0.0200777	0.0204782	0.0211869	0.141013
0.0001	4	0.0197991	0.0198077	0.0198082	0.0198361	0.0199495	0.0202264	0.0206892	0.140116
0.0001	5	0.0198018	0.0198156	0.0198148	0.0198294	0.0198932	0.0200619	0.0203588	0.139575
0.0001	6	0.0198047	0.0198198	0.0198194	0.0198278	0.0198651	0.0199702	0.02016	0.139267

0.0002	0	0.0190626	0.0192822	0.0197535	0.0205717	0.0223542	0.0262205	0.0359827	0.163227
0.0002	1	0.0190892	0.0190936	0.0193284	0.0198346	0.020733	0.0227071	0.0272333	0.148019
0.0002	2	0.019106	0.0191048	0.019164	0.0194669	0.0200857	0.0212956	0.0237841	0.142007
0.0002	3	0.0191193	0.019129	0.0191394	0.0192754	0.019679	0.0204796	0.0219314	0.138753
0.0002	4	0.0191289	0.0191464	0.0191474	0.0192019	0.0194245	0.0199726	0.0209054	0.136927
0.0002	5	0.0191343	0.0191619	0.0191605	0.0191888	0.0193135	0.0196447	0.0202364	0.13584
0.0002	6	0.0191401	0.0191701	0.0191693	0.0191858	0.0192585	0.0194637	0.0198387	0.135226

0.0003	0	0.0182974	0.0186193	0.019316	0.0205515	0.0233188	0.0296254	0.0468375	0.176566
0.0003	1	0.0183363	0.0183435	0.0186886	0.0194387	0.0207949	0.0238487	0.0313132	0.150764
0.0003	2	0.0183609	0.0183602	0.0184465	0.0188924	0.0198128	0.0216465	0.0255604	0.14108
0.0003	3	0.0183805	0.0183956	0.0184106	0.0186095	0.0192047	0.0204001	0.0226237	0.136025
0.0003	4	0.0183946	0.0184212	0.0184224	0.0185018	0.0188275	0.0196376	0.021042	0.133247
0.0003	5	0.0184027	0.0184438	0.0184417	0.0184828	0.0186643	0.0191498	0.0200301	0.131615
0.0003	6	0.0184113	0.0184557	0.0184547	0.0184785	0.0185841	0.0188832	0.0194358	0.130703

0.0004	0	0.0174711	0.0178879	0.0187984	0.0204493	0.0242606	0.0334027	0.0599256	0.192196
0.0004	1	0.0175213	0.0175313	0.0179797	0.0189621	0.0207737	0.0249616	0.0358849	0.153614
0.0004	2	0.017553	0.0175534	0.0176646	0.0182446	0.0194547	0.0219152	0.0273713	0.139757
0.0004	3	0.0175786	0.0175992	0.0176184	0.0178751	0.0186507	0.0202293	0.023245	0.132796
0.0004	4	0.0175969	0.0176323	0.0176338	0.0177359	0.0181569	0.019215	0.0210855	0.129056
0.0004	5	0.0176075	0.0176614	0.0176587	0.0177114	0.0179449	0.0185737	0.0197315	0.126889
0.0004	6	0.0176187	0.0176768	0.0176755	0.0177061	0.0178414	0.0182266	0.0189464	0.125691

0.0005	0	0.01659	0.0170928	0.0182017	0.0202599	0.0251688	0.0375845	0.0751337	0.210031
