0.000000000	0.500000000	0.020658925	0.143732129	3.000000000	3.000000000	1.876984490	1.123015510	0.800010352
0.020000000	0.500000000	0.001040261	0.032253081	1.206461926	2.988467102	0.688480816	0.517981110	1.766427855
0.040000000	0.500000000	0.000770351	0.027755195	0.620891495	2.336789114	0.447659542	0.173231953	3.461823079
0.060000000	0.500000000	0.005797549	0.076141636	0.319081287	1.624592193	0.299529933	0.019551354	7.253911057
0.080000000	0.500000000	0.014140797	0.118915081	0.158006706	1.015625948	0.187220692	-0.029213986	13.734857680
0.100000000	0.500000000	0.022834701	0.151111550	0.077396216	0.582869517	0.110826173	-0.033429958	21.759598566
0.120000000	0.500000000	0.029782398	0.172575774	0.038665701	0.316473619	0.061694498	-0.023028797	29.130187536
0.140000000	0.500000000	0.034236621	0.185031406	0.020048104	0.167625719	0.033769628	-0.013721524	34.525331613
0.160000000	0.500000000	0.036904653	0.192105838	0.010818953	0.088570846	0.018362109	-0.007543156	37.957140403
0.180000000	0.500000000	0.038385329	0.195921742	0.006041638	0.047270942	0.010134564	-0.004092926	39.987767136
0.200000000	0.500000000	0.039217923	0.198035155	0.003462397	0.025616895	0.005614316	-0.002151919	41.153444017
0.220000000	0.500000000	0.039678975	0.199195821	0.002020971	0.014111017	0.003166810	-0.001145839	41.817268148
0.240000000	0.500000000	0.039934673	0.199836617	0.001194453	0.007893478	0.001799501	-0.000605048	42.196233237
0.260000000	0.500000000	0.040080016	0.200199941	0.000711879	0.004475786	0.001036778	-0.000324899	42.414015873
0.280000000	0.500000000	0.040162156	0.200404981	0.000426631	0.002567340	0.000601070	-0.000174440	42.540137088
0.300000000	0.500000000	0.040211038	0.200526902	0.000256624	0.001486880	0.000354232	-0.000097608	42.613716032
0.000000000	0.520000000	0.021358392	0.146145107	3.000000000	3.000000000	1.900466122	1.099533878	0.800002710
0.020000000	0.520000000	0.001245666	0.035293998	1.183520408	2.957603329	0.702034736	0.481485672	1.802040757
0.040000000	0.520000000	0.000625037	0.025000732	0.598102855	2.279584313	0.456084869	0.142017986	3.607947039
0.060000000	0.520000000	0.005732206	0.075711335	0.299480405	1.553209936	0.299772966	-0.000292561	7.708293105
0.080000000	0.520000000	0.014631021	0.120958756	0.143543292	0.946265590	0.183867180	-0.040323888	14.667511363
0.100000000	0.520000000	0.023524343	0.153376474	0.067961002	0.527965595	0.105332070	-0.037371068	23.022954087
0.120000000	0.520000000	0.030418580	0.174409231	0.032887115	0.279026660	0.057400271	-0.024513156	30.364200818
0.140000000	0.520000000	0.034753615	0.186423216	0.016565320	0.144269928	0.030587712	-0.014022392	35.502602500
0.160000000	0.520000000	0.037266731	0.193045930	0.008704250	0.074621279	0.016258887	-0.007554637	38.647895764
0.180000000	0.520000000	0.038633740	0.196554673	0.004739827	0.039064060	0.008726312	-0.003986485	40.451529134
0.200000000	0.520000000	0.039372609	0.198425322	0.002651193	0.020790664	0.004762628	-0.002111435	41.460355370
0.220000000	0.520000000	0.039774087	0.199434419	0.001511232	0.011255648	0.002638208	-0.001126976	42.022102529
0.240000000	0.520000000	0.039994714	0.199986785	0.000872602	0.006190296	0.001464366	-0.000591764	42.336343136
0.260000000	0.520000000	0.040118984	0.200297239	0.000508223	0.003451540	0.000837210	-0.000328986	42.513516072
0.280000000	0.520000000	0.040186695	0.200466195	0.000297714	0.001946909	0.000476662	-0.000178948	42.614249638
0.300000000	0.520000000	0.040226423	0.200565260	0.000175074	0.001108784	0.000274290	-0.000099216	42.671968301
0.000000000	0.540000000	0.021984708	0.148272410	3.000000000	3.000000000	1.923385306	1.076614694	0.800031694
0.020000000	0.540000000	0.001473431	0.038385293	1.162028810	2.929291101	0.714148038	0.447880772	1.836607210
0.040000000	0.540000000	0.000509733	0.022577258	0.577319996	2.226775980	0.463770306	0.113549690	3.750652519
0.060000000	0.540000000	0.005792029	0.076105383	0.282275410	1.486829456	0.299229400	-0.016953990	8.168579763
0.080000000	0.540000000	0.014995945	0.122457931	0.131458475	0.882137185	0.179607953	-0.048149478	15.626952250
0.100000000	0.540000000	0.024242197	0.155699060	0.060547344	0.478184745	0.099720318	-0.039172974	24.298034082
0.120000000	0.540000000	0.031140239	0.176465970	0.028636706	0.245899344	0.053002795	-0.024366090	31.568741991
0.140000000	0.540000000	0.035337674	0.187983176	0.014159342	0.124070578	0.027180984	-0.013021642	36.426769148
0.160000000	0.540000000	0.037626722	0.193976086	0.007321850	0.062775072	0.014190116	-0.006868266	39.285092141
0.180000000	0.540000000	0.038858216	0.197124875	0.003927756	0.032193459	0.007506068	-0.003578313	40.871656775
0.200000000	0.540000000	0.039514410	0.198782318	0.002164739	0.016796903	0.004013946	-0.001849207	41.734939862
0.220000000	0.540000000	0.039862270	0.199655379	0.001215694	0.008916818	0.002169456	-0.000953763	42.204011119
0.240000000	0.540000000	0.040048699	0.200121711	0.000691435	0.004808826	0.001191445	-0.000500010	42.460509357
0.260000000	0.540000000	0.040151551	0.200378519	0.000396601	0.002629050	0.000662983	-0.000266382	42.602011956
