0	0	0.0352303	0.00123389	0.000662958	0.00038273	0.000253184	0.000190471	0.00016104	0.0381146
0	1	0.0352303	0.0352303	0.00123389	0.000662958	0.00038273	0.000253184	0.000190471	0.0731839
0	2	0.0352303	0.0352303	0.0352303	0.00123389	0.000662958	0.00038273	0.000253184	0.108224
0	3	0.0352303	0.0352303	0.0352303	0.0352303	0.00123389	0.000662958	0.00038273	0.143201
0	4	0.0352303	0.0352303	0.0352303	0.0352303	0.0352303	0.00123389	0.000662958	0.178049
0	5	0.0352303	0.0352303	0.0352303	0.0352303	0.0352303	0.0352303	0.00123389	0.212616
0	6	0.0352303	0.0352303	0.0352303	0.0352303	0.0352303	0.0352303	0.0352303	0.246612

0.05	0	0.0446203	0.00213404	0.000719058	0.000234018	0.000151209	0.000111929	9.40733e-05	0.0480646
0.05	1	0.0413433	0.0404155	0.00202581	0.000695323	0.000230138	0.000149405	0.000111315	0.0849708
0.05	2	0.0384485	0.0394211	0.0346044	0.00189883	0.000652748	0.000225201	0.000146709	0.115397
0.05	3	0.0359375	0.0383019	0.0387967	0.0296014	0.00179009	0.00061586	0.000219895	0.145263
0.05	4	0.033827	0.0370706	0.0379079	0.0379739	0.0253987	0.0016875	0.000581022	0.174447
0.05	5	0.0320284	0.0358213	0.0367875	0.0376141	0.0368291	0.0219246	0.00158789	0.202593
0.05	6	0.0306025	0.0347162	0.0356376	0.0365058	0.0371482	0.0355385	0.0191154	0.229264

0.1	0	0.056057	0.00401557	0.000854279	0.000164071	0.000100213	7.28497e-05	6.05271e-05	0.0613245
0.1	1	0.0491742	0.0458611	0.00340204	0.000767163	0.000157011	9.79637e-05	7.22489e-05	0.0995317
0.1	2	0.0437198	0.0424357	0.0346734	0.00287989	0.000639354	0.00014931	9.47547e-05	0.124592
0.1	3	0.0395004	0.0389887	0.0402383	0.026268	0.00242028	0.000540493	0.000142293	0.148098
0.1	4	0.0364051	0.0357673	0.0379244	0.0372028	0.020052	0.00203336	0.000464616	0.16985
0.1	5	0.0340424	0.0331164	0.0350758	0.0364565	0.0336821	0.0155201	0.00172555	0.189619
0.1	6	0.0322507	0.0309622	0.0325332	0.0341542	0.0349082	0.0300068	0.0121694	0.206985

0.15	0	0.0691675	0.00705434	0.000990784	0.000128324	7.43799e-05	5.30709e-05	4.36765e-05	0.0775121
0.15	1	0.0585051	0.0507266	0.00520601	0.000797397	0.000119732	7.15195e-05	5.2224e-05	0.115479
0.15	2	0.0505302	0.0441955	0.0345423	0.00380129	0.000569801	0.00011008	6.81821e-05	0.133817
0.15	3	0.0446996	0.0382296	0.0397216	0.0233727	0.00272686	0.000426793	0.000101725	0.149279
0.15	4	0.0407833	0.0335987	0.036214	0.0341361	0.0158882	0.00198701	0.0003339	0.162941
0.15	5	0.0379714	0.0304744	0.0324687	0.0335043	0.0281677	0.010963	0.00148324	0.175033
0.15	6	0.035752	0.0282988	0.029802	0.0308953	0.030443	0.0228833	0.00786445	0.185939

0.2	0	0.0833342	0.011222	0.00113509	0.000110671	6.1675e-05	4.33796e-05	3.54935e-05	0.0959425
0.2	1	0.069023	0.0547576	0.00699917	0.000807933	0.000100133	5.80921e-05	4.23287e-05	0.131788
0.2	2	0.0580825	0.0446568	0.0335484	0.00430072	0.000483773	8.85889e-05	5.45508e-05	0.141215
0.2	3	0.0505463	0.0368715	0.0377846	0.0201654	0.0026143	0.000322097	7.98839e-05	0.148384
0.2	4	0.0455098	0.0316581	0.0339029	0.0295324	0.0120226	0.00161948	0.000232741	0.154478
0.2	5	0.0417136	0.0286739	0.0301477	0.0296883	0.0219636	0.0074253	0.00104971	0.160662
0.2	6	0.0390733	0.0268929	0.027762	0.0277652	0.0252212	0.0160126	0.00480247	0.16753

0.25	0	0.0982869	0.0163956	0.00128284	0.000104311	5.59475e-05	3.85802e-05	3.12103e-05	0.116195
0.25	1	0.0799091	0.05741	0.0085157	0.000787478	9.06083e-05	5.17115e-05	3.75636e-05	0.146802
0.25	2	0.0660364	0.0443831	0.0315679	0.00437941	0.000401624	7.70436e-05	4.743e-05	0.146893
0.25	3	0.0563434	0.0352559	0.0347952	0.0166608	0.00220401	0.00024303	6.7875e-05	0.14557
0.25	4	0.0495058	0.030012	0.0310351	0.0246178	0.00869286	0.00116208	0.000167035	0.145193
0.25	5	0.0446563	0.0274955	0.0279174	0.025497	0.0164521	0.00477497	0.000675814	0.147469
